Title,Description,Link,Category,Publication Date,article_id
Sci-Five | The Hindu Science Quiz: On Bioluminescence,This week’s science quiz is on bioluminescence.,https://www.thehindu.com/sci-tech/science/sci-five-the-hindu-science-quiz-on-bioluminescence/article68157258.ece,Science,"Thu, 09 May 2024 17:25:36 +0530",327
Here’s how India is warming up to instant film cameras,"Print: Instant cameras are becoming increasingly popular among shutterbugs and even professional photographers
Online: Fujifilm India has seen a sharp rise in the sale of its Instax camera vertical and it is now becoming a trusty sidekick for photographers like Radha Rathi and Jaisingh Nageswaran",https://www.thehindu.com/life-and-style/heres-how-india-is-warming-up-to-instant-film-cameras/article66595263.ece,Entertainment,"Fri, 22 Mar 2024 17:48:26 +0530",330
"FIH Pro-League | India avenges loss to the USA, gets it right finally","The Indian women had suffered a loss against the opponent in the Olympic Qualifiers, but produced a better display this time around; the win ends the host’s five-match losing streak",https://www.thehindu.com/sport/hockey/fih-pro-league-india-vs-usa/article67830270.ece,Sport,"Sat, 10 Feb 2024 00:07:31 +0530",331
Shooter Maheshwari locks 21st Paris Olympic quota place with silver medal in Doha,Maheshwari Chauhan entry is India's second Paris quota place in the women's skeet.,https://www.thehindu.com/sport/other-sports/shooter-maheshwari-locks-21st-paris-olympic-quota-place-with-silver-medal-in-doha/article68118217.ece,Sport,"Sun, 28 Apr 2024 19:53:28 +0530",334
Centre allows 99.5k tons of onion exports to 6 neighbouring nations,"Centre allows export of 99,500 tonnes of onions from Maharashtra to six countries despite domestic ban",https://www.thehindu.com/business/agri-business/centre-allows-995k-tons-of-onion-exports-to-6-neighbouring-nations/article68113871.ece,Business,"Sat, 27 Apr 2024 16:18:56 +0530",335
"Athletics: Chebet breaks 10,000m record, Kerr beats Ingebrigtsen","Chebet clocked 28 minutes 54.14 seconds, taking nearly seven seconds off the previous world record set by Ethiopian Letesenbet Gidey three years ago to qualify for the event at the Paris Olympics.",https://www.thehindu.com/sport/athletics/athletics-chebet-breaks-10000m-record-kerr-beats-ingebrigtsen/article68217322.ece,Sport,"Sun, 26 May 2024 06:16:00 +0530",336
"After Coachella, Sid Sriram to perform at Sydney Opera House",The singer made headlines by singing a Tiruppugazh verse at the Coachella festival this year,https://www.thehindu.com/entertainment/music/after-coachella-sid-sriram-to-perform-at-sydney-opera-house/article68152929.ece,Entertainment,"Wed, 08 May 2024 14:42:24 +0530",337
"Pakistan hockey team fails to qualify for Olympics, former players say it's depressing",Pakistan's last Olympic appearance was in the 2012 Games where the team signed off seventh,https://www.thehindu.com/sport/hockey/pakistan-hockey-team-fails-to-qualify-for-olympics-former-players-say-its-depressing/article67764721.ece,Sport,"Mon, 22 Jan 2024 13:10:19 +0530",338
Neeraj Chopra vows to win next Diamond League event after finishing close second in Doha,Chopra finished second at the Doha Diamond League as his big final effort of 88.36m fell short by just two centimeters of Jakub Vadlejch's winning effort on May 10,https://www.thehindu.com/sport/athletics/neeraj-chopra-vows-to-win-next-diamond-league-event-after-finishing-close-second-in-doha/article68164245.ece,Sport,"Sat, 11 May 2024 14:33:34 +0530",339
Daily Quiz | On history of the World Championships,"With the 75th edition of Formula 1 World Championship going to commence from February 29 in Bahrain, here’s a quiz on the history of the World Championships held so far",https://www.thehindu.com/sport/daily-quiz-on-history-of-the-world-championships/article67862854.ece,Sport,"Mon, 19 Feb 2024 17:00:00 +0530",340
"Richard Serra, famed American sculptor known as the 'poet of iron,' passes away at 85","Known by his colleagues as the “poet of iron,” Serra became world-renowned for his large-scale steel structures, such as monumental arcs, spirals and ellipses",https://www.thehindu.com/entertainment/art/richard-serra-famed-american-sculptor-known-as-the-poet-of-iron-passes-away-at-85/article67997048.ece,Entertainment,"Wed, 27 Mar 2024 10:16:21 +0530",341
Haaland scores as Man City routs Luton 5-1 to go top of English Premier League,An early own goal from Daiki Hashioka gave City the lead at Etihad Stadium before a fierce shot by Mateo Kovacic and a penalty by Erling Haaland put the game beyond doubt after the break,https://www.thehindu.com/sport/football/haaland-scores-as-man-city-routs-luton-5-1-to-go-top-of-english-premier-league/article68062795.ece,Sport,"Sun, 14 Apr 2024 01:15:00 +0530",342
"Now, turn wedding garlands, floral offerings into couture","This festive season, give your floral offerings offerings a new lease of life courtesy brands crafting apparel with flowers from their weddings, temple rituals, and more",https://www.thehindu.com/life-and-style/fashion/brands-turning-wedding-garlands-floral-offerings-into-couture/article67037069.ece,life-and-style,"Fri, 03 Nov 2023 14:59:19 +0530",343
Learn to make parottas like a pro at this culinary school in Madurai,Selfie Parotta Coaching Centre helps chefs fluff up the flakiest parottas to soak up the perfect amount of salna,https://www.thehindu.com/food/features/learn-to-make-parottas-like-a-pro-at-this-culinary-school-in-madurai/article67222174.ece,life-and-style,"Wed, 23 Aug 2023 22:58:31 +0530",344
"We don't fear Germany, we're confident in our abilities: Savita Punia","At No. 6, the hosts are the second-best side in the India-leg of the Olympic Qualifiers to be held in Ranchi from January 13 to 19",https://www.thehindu.com/sport/hockey/we-dont-fear-germany-were-confident-in-our-abilities-savita-punia/article67522759.ece,Sport,"Sat, 11 Nov 2023 00:07:56 +0530",346
"Chandon India debuts its still red wine, Aurva","Chandon, the award-winning sparkling wine brand, debuts its still red wine, Aurva, a culmination of six decades of pioneering winemaking across the globe",https://www.thehindu.com/life-and-style/sparkling-wine-brand-chandon-launches-its-still-red-wine-aurva/article67407539.ece,life-and-style,"Fri, 13 Oct 2023 16:35:26 +0530",347
Men's Junior Hockey World Cup: India rout Canada 10-1 to reach quarterfinals,"The win propelled India to the second position in Pool C, enough to earn them a last eight berth.",https://www.thehindu.com/sport/hockey/mens-junior-hockey-world-cup-india-rout-canada-10-1-to-reach-quarterfinals/article67622658.ece,Sport,"Sat, 09 Dec 2023 23:27:26 +0530",349
Meera Sreenarayanan — a young star on the dance firmament,"The thematic margam highlighted every aspect of her nuanced performance, which was backed by excellent music",https://www.thehindu.com/entertainment/dance/meera-sreenarayanan-a-young-star-on-the-dance-firmament/article67820928.ece,Entertainment,"Wed, 07 Feb 2024 14:48:01 +0530",350
"Experience a slice of tribal life at Giri Grama Darshini, a tourism project near Visakhapatnam","Get a peek of the adivasi culture at Giri Grama Darshini, a tourism project by ITDA and Pedalabudu Eco Tourism Society",https://www.thehindu.com/life-and-style/travel/experience-a-slice-of-tribal-life-at-giri-grama-darshini-a-tourism-project-near-visakhapatnam/article67775358.ece,life-and-style,"Fri, 26 Jan 2024 07:35:46 +0530",352
Ekaya Banaras launches 18 saris in collaboration with jewellery designer Anu Merton,Ekaya Banaras drops its latest collection with 18 weaves in collaboration with jewellery designer Anu Merton,https://www.thehindu.com/life-and-style/fashion/ekaya-banaras-anu-merton-collab-features-18-saris/article67941918.ece,life-and-style,"Fri, 15 Mar 2024 14:10:56 +0530",353
Hyundai Exter to go on sale in mid-July,"Like most other Hyundais, the Exter will have a lot in common with the carmaker’s existing line-up.",https://www.thehindu.com/life-and-style/motoring/hyundai-exter-to-go-on-sale-in-mid-july/article66869092.ece,life-and-style,"Sat, 20 May 2023 09:55:01 +0530",355
"Vettel would be amazing option for Mercedes, says Hamilton","“I would love for Seb to come back and I think he would be an amazing option for the team,” Hamilton, who joins Ferrari next season, told a press conference at the Suzuka Circuit ahead of the Japanese Grand Prix",https://www.thehindu.com/sport/motorsport/vettel-would-be-amazing-option-for-mercedes-says-hamilton/article68029749.ece,Sport,"Fri, 05 Apr 2024 03:09:00 +0530",356
Busting the myths of ‘By invitation only’ properties,"Any luxury project could be marketed as BIO as a sales gimmick, even when they may not necessarily refer to luxury at all",https://www.thehindu.com/real-estate/house-building-construction-real-estate-properties/article67627300.ece,life-and-style,"Fri, 15 Dec 2023 16:14:32 +0530",357
Pakistan’s former Foreign Minister Qureshi implicated in eight more cases related to May 9 mayhem,"Reacting to the police implicating Qureshi in more cases, a spokesperson of the PTI said that the court had already granted bail to the former ruling party’s vice-chairman in these cases",https://www.thehindu.com/news/international/pakistans-former-foreign-minister-qureshi-implicated-in-eight-more-cases-related-to-may-9-mayhem/article68221389.ece,World,"Mon, 27 May 2024 17:38:21 +0530",358
"Sensex hits 76,000-mark for first time; Nifty reaches new all-time peak","The NSE Nifty went up by 153.7 points to hit a new lifetime high of 23,110.80",https://www.thehindu.com/business/markets/sensex-nifty-hit-new-all-time-peaks-in-early-trade/article68220446.ece,Business,"Mon, 27 May 2024 10:22:53 +0530",359
MG Gloster Blackstorm launched in India,The Gloster Blackstorm edition comes with all the bells and whistles that are offered on the regular Gloster.,https://www.thehindu.com/life-and-style/motoring/MG-Gloster-Blackstorm-launched-in-India/article66910845.ece,life-and-style,"Wed, 31 May 2023 15:03:44 +0530",360
U.S. consumers on lower incomes face loan stress while banks pull back,U.S. borrowers on lower incomes struggle with loan payments as banks tighten credit amid rising delinquencies,https://www.thehindu.com/news/international/us-consumers-on-lower-incomes-face-loan-stress-while-banks-pull-back/article68096996.ece,Business,"Tue, 23 Apr 2024 07:07:00 +0530",362
"FA Cup final: Garnacho, Mainoo seal stunning Cup win for Manchester United","Man United had to endure a second-half siege, however, as City swarmed forward and a late goal by Jeremy Doku set up a nerve-shredding finale before United could celebrate at Wembley.",https://www.thehindu.com/sport/football/fa-cup-final-garnacho-mainoo-seal-stunning-cup-win-for-manchester-united/article68216188.ece,Sport,"Sat, 25 May 2024 22:27:12 +0530",363
Gingger Shankar and Charlotte Qamaniq merge cultures in an ode to nature,"With no musical instruments, this vocal tribute to Nature bridges the musical heritage of India and Nunavut, Canada (country where Charlotte is from)",https://www.thehindu.com/life-and-style/gingger-shankar-charlotte-qamaniq-merge-cultures-in-an-ode-to-nature/article68131223.ece,Entertainment,"Sat, 04 May 2024 11:35:07 +0530",364
Nitten Kirrtane sparkles as India over-50 tennis team makes World Championship final,India was scheduled to play Italy in the final. Italy had got past the Netherlands in the semifinals.,https://www.thehindu.com/sport/tennis/nitten-kirrtane-sparkles-as-india-over-50-tennis-team-makes-world-championship-final/article68136282.ece,Sport,"Fri, 03 May 2024 19:17:59 +0530",365
Watch | Fashion designer Tarun Tahiliani on his new book ‘Journey to India Modern’,The fashion designer was in conversation with Rosella Stephen,https://www.thehindu.com/litfest/watch-fashion-designer-tarun-tahiliani-on-his-new-book-journey-to-india-modern/article67942203.ece,life-and-style,"Tue, 12 Mar 2024 14:45:00 +0530",366
"French Open 2024: Rafael Nadal to play Alexander Zverev, Swiatek faces qualifier at French Open",Novak Djokovic will begin his quest for a 25th Grand Slam crown against local hope Pierre-Hugues Herbert,https://www.thehindu.com/sport/tennis/french-open-2024-rafael-nadal-to-play-alexander-zverev-swiatek-faces-qualifier-at-french-open/article68208258.ece,Sport,"Thu, 23 May 2024 19:56:07 +0530",367
Sree Ramaseva Mandali’s 86th anniversary celebrations usher melody to Bengaluru,"The Sree Ramaseva Mandali’s 86th year music celebrations will see vocal and instrumental presentations, with Grammy winner Ricky Kej giving one of the concluding performances of the season",https://www.thehindu.com/news/cities/bangalore/sree-ramaseva-mandalis-86th-anniversary-celebrations-usher-melody-to-bengaluru/article68041735.ece,Entertainment,"Tue, 09 Apr 2024 16:15:11 +0530",368
"Interview | Muthamizh Selvi, the first woman from TN to summit Mount Everest","N Muthamizh Selvi is back to Chennai after her exhausting climb over the highest peak in the world, scaling 8,850 metres. She recounts her 56-day journey full of grief, grit, mercy, and exhilaration/ The first woman from TN to summit the Everest, N Muthamizh Selvi, is back after scaling Mount Everest. She recounts her journey",https://www.thehindu.com/life-and-style/interview-muthamizh-selvi-the-first-woman-from-tn-to-summit-mount-everest/article66949408.ece,life-and-style,"Wed, 14 Jun 2023 16:18:16 +0530",369
Aboard The World your residence changes every day,"A peep into what it is like to live onboard the world’s largest privately-owned residential ship, home to about 150 families",https://www.thehindu.com/life-and-style/luxury/aboard-the-world-your-residence-changes-every-day/article68128056.ece,life-and-style,"Thu, 02 May 2024 16:44:05 +0530",370
India's GDP to grow 6.1% in 2024: Moody's Analytics,Moody’s said output in India remains 4% lower than it would have been without the COVID pandemic and its various aftershocks — from supply snags to military conflicts abroad.,https://www.thehindu.com/business/Economy/indias-gdp-to-grow-61-in-2024-moodys-analytics/article68057169.ece,Business,"Fri, 12 Apr 2024 12:58:59 +0530",371
"My records not under threat for now, says Usain Bolt",Usain Bolt’s superhuman effort of 9.58 seconds (100m) and 19.19 seconds (200m) at the 2009 World Championships in Berlin have not been threatened ever since.,https://www.thehindu.com/sport/athletics/my-records-not-under-threat-for-now-says-usain-bolt/article68185974.ece,Sport,"Fri, 17 May 2024 15:06:17 +0530",372
"Cook your way through Kerala, Karaikudi, Goa and Rajasthan with culinary holidays","After seeing the sights, get into the kitchen. Culinary holidays give you a taste of New Delhi’s rajma chawal, Kerala’s meen moilee, Chettinad’s mutton cutlets and more. Here’s how to plan one",https://www.thehindu.com/life-and-style/food/a-guide-to-immersive-culinary-retreats-across-india/article66888216.ece,life-and-style,"Fri, 21 Jul 2023 15:09:33 +0530",373
‘Bhanu Athaiya made India cool 60 years ago’,"At a time when the conversation in the country is all about design, craft, textile and art, Prinseps’ new exhibition in Goa spotlights a creator who had nailed the brief decades ago",https://www.thehindu.com/entertainment/art/bharat-through-the-lens-bhanu-athaiya-brijeshwari-kumar-gohil-prinseps/article67656907.ece,life-and-style,"Fri, 22 Dec 2023 15:52:47 +0530",375
Kochi | Rima Kallingal’s Neythe - Dance of the Weaves debuts,"Rima Kallingal’s Neythe sees eight dancers immersing themselves in the staccato of weaving, as an ode to Chendamangalam",https://www.thehindu.com/entertainment/dance/rima-kallingal-neythe-dance-of-the-weaves-kerala-chendamangalam-weavers-contemporary-dance-production/article67532336.ece,Entertainment,"Thu, 16 Nov 2023 16:06:00 +0530",376
"Rocky Singh is bowled over by the ‘mandi’, an Arabian dish on his road trip in Kerala","Food and travel show host Rocky Singh discovers a Yemeni dish, on a culinary trail through Kerala, while he shoots for  History TV 18 show, #roadtrippinwithrocky",https://www.thehindu.com/life-and-style/food/food-and-travel-show-host-rocky-singh-is-on-a-culinary-journey-across-kerala/article67119022.ece,life-and-style,"Fri, 28 Jul 2023 16:42:33 +0530",377
SEBI rejects NSE's proposal to extend trading hours,SEBI rejects NSE’s proposal to extend trading hours in equity derivatives segment due to lack of feedback,https://www.thehindu.com/business/markets/sebi-rejects-nses-proposal-to-extend-trading-hours/article68149281.ece,Business,"Tue, 07 May 2024 18:13:19 +0530",378
Who should we take health advice from? Book excerpt from ‘Change: How To Make Big Things Happen’ by Damon Centola,"Should doctors be role models for the healthy lifestyles they advocate? Would you take dieting advice from an overweight physician? Actually, it depends on the patient",https://www.thehindu.com/sci-tech/health/who-should-we-take-health-advices-from/article34168070.ece,life-and-style,"Fri, 26 Mar 2021 12:32:50 +0530",380
"‘Thalavan’ movie review: Biju Menon, Asif Ali’s thriller has an intriguing plot, but ends up wasting its potential","In his latest project ‘Thalavan,’ filmmaker Jis Joy appears to have learned a few lessons from his previous misstep, but still has some way to go",https://www.thehindu.com/entertainment/movies/thalavan-movie-review-biju-menon-asif-alis-thriller-has-an-intriguing-plot-but-ends-up-wasting-its-potential/article68211119.ece,Entertainment,"Fri, 24 May 2024 16:55:44 +0530",381
Age no bar for these inspiring senior Indian women athletes,Meet three women who are excelling at powerlifting and athletics and have won an impressive collection of medals,https://www.thehindu.com/life-and-style/age-no-bar-for-these-inspiring-senior-indian-women-athletes/article67569058.ece,life-and-style,"Wed, 29 Nov 2023 16:10:45 +0530",382
Nandita Mahtani celebrates 20 years in fashion with a new resort cocktail wear collection,Designer Nandita Mahtani’s new collection Reflect encapsulates her 20-year journey in the fashion industry and showcases iconic pieces from the past two decades alongside new ones,https://www.thehindu.com/life-and-style/nandita-mahtani-celebrates-20-years-in-fashion-with-a-new-resort-cocktail-wear-collection/article67743854.ece,life-and-style,"Fri, 26 Jan 2024 12:13:21 +0530",383
Argentina's Milei swaps cabinet chief in major government shakeup,Cabinet chief Nicolas Posse will be replaced by current Interior Minister Guillermo Francos,https://www.thehindu.com/news/international/argentinas-milei-swaps-cabinet-chief-in-major-government-shakeup/article68223808.ece,World,"Tue, 28 May 2024 07:41:49 +0530",385
"Nathan Lyon interview | On batting on one leg, ‘The Test’ and IPL 2024","Australian off-spinner Nathan Lyon reminisces about the latest season of Amazon Prime Video’s ‘The Test’, a docu-series on the Australian cricket team’s journey",https://www.thehindu.com/entertainment/nathan-lyon-interview-on-batting-on-one-leg-the-test-and-ipl-2024/article68210851.ece,Sport,"Fri, 24 May 2024 16:25:06 +0530",386
2024 Interim Budget | Net zero gain for job guarantee scheme,"2024 Budget allocates ₹86,000 crore for the rural employment scheme, which is nearly 43.33% hike from the allocation in the last Budget, though the total expenditure so far for the programme, as per Union Rural Development Ministry, is already ₹88,309 crore.",https://www.thehindu.com/business/budget/interim-budget-2024-net-zero-gain-for-mgnregs/article67799913.ece,Business,"Thu, 01 Feb 2024 14:27:09 +0530",387
Rising Indian racer Kush Maini to be mentored by former F1 champion Mika Hakkinen,"In the past, Hakkinen played significant role in the development of former Mercedes F1 race winner and current Alfa Romeo Sauber driver Valtteri Bottas",https://www.thehindu.com/sport/motorsport/rising-indian-racer-kush-maini-to-be-mentored-by-former-f1-champion-mika-hakkinen/article67413763.ece,Sport,"Fri, 13 Oct 2023 03:30:00 +0530",388
Markets rebound sharply on buying in bank stocks firm global trends,"IndusInd Bank, UltraTech Cement, State Bank of India, Axis Bank, Kotak Mahindra Bank, Tata Consultancy Services, Bajaj Finance and HDFC Bank were the other major gainers",https://www.thehindu.com/business/markets/markets-rebound-sharply-on-buying-in-bank-stocks-firm-global-trends/article68120787.ece,Business,"Mon, 29 Apr 2024 16:28:29 +0530",389
Ananya Panday-led ‘Call Me Bae’ gets premiere date,"The series, created by Ishita Moitra and directed by Collin D’Cunha, will stream on Amazon Prime Video from September 6",https://www.thehindu.com/entertainment/movies/ananya-panday-led-call-me-bae-gets-premiere-date/article68221399.ece,Entertainment,"Mon, 27 May 2024 17:32:51 +0530",390
Retelling of the Urvasi-Pururavas love story for the first time in Koodiyattam,Sooraj Nambiar’s Unmatha Vikramam was proof of his performance and choreographic skills,https://www.thehindu.com/entertainment/music/retelling-the-urvasi-pururavas-love-story-for-the-first-time-in-koodiyattam/article68061368.ece,Entertainment,"Tue, 16 Apr 2024 17:12:47 +0530",391
Homegrown brands for summer,Some handcrafted products appeal more when they have stories behind them,https://www.thehindu.com/life-and-style/homes-and-gardens/brands-summer-decor-homegrown-house-interiors/article66811665.ece,life-and-style,"Fri, 19 May 2023 15:29:32 +0530",392
Do you know the birds in your neighbourhood?,Step out and spot some birds on Endemic Bird Day which falls on May 13,https://www.thehindu.com/life-and-style/homes-and-gardens/do-you-know-the-birds-in-your-neighbourhood/article66841599.ece,life-and-style,"Fri, 12 May 2023 16:48:31 +0530",394
When watch fan Fred Mandelbaum turned guardian,"Breitling collector and historian, Fred Mandelbaum, talks about design integrity and the TLC his watches get",https://www.thehindu.com/life-and-style/luxury/breitling-collector-historian-fred-mandelbaum-watch-fan-turned-guardian/article65298622.ece,life-and-style,"Fri, 08 Apr 2022 17:17:23 +0530",395
Fancy a massage on a Himalayan trek? Trekking in India just got luxurious,"As more people strap on designer  rucksacks, trekking groups in India are innovating to be less intimidating. Luxury trekking companies now host smaller groups, provide lavish meals including chocolate cakes, host massage sessions, make roomier tents and find network connectivity through satellite phones up in the hills",https://www.thehindu.com/life-and-style/a-massage-on-a-himalayan-trek-trekking-in-india-just-got-luxurious/article67304313.ece,life-and-style,"Sat, 16 Sep 2023 08:22:13 +0530",396
"Meet Brandon Colaco, the didgeridoo wizard","Do you know what a didgeridoo is or how it sounds? Ahead of his first international tour with stops in France and Portugal, Bengaluru-based Brandon Colaco talks about his attempts to bring in more awareness of this instrument",https://www.thehindu.com/entertainment/music/meet-bengaluru-based-brandon-colaco-the-didgeridoo-wizard/article68177529.ece,Entertainment,"Thu, 16 May 2024 18:35:01 +0530",397
"Ten dead, several missing as stone quarry collapses in Mizoram amid rains",Heavy rains affect rescue operations at the stone quarry collapse site in Mizoram’s Aizawl,https://www.thehindu.com/news/national/mizoram/five-dead-several-missing-as-stone-quarry-collapses-in-mizoram-amid-rains/article68224019.ece,India,"Tue, 28 May 2024 11:16:12 +0530",398
‘Concerned’ Djokovic to undergo scans as shock Rome exit follows bottle drama,Novak Djokovic’s early Rome Open exit due to bottle incident raises concerns about his form ahead of French Open,https://www.thehindu.com/sport/tennis/concerned-djokovic-to-undergo-scans-as-shock-rome-exit-follows-bottle-drama/article68169002.ece,Sport,"Mon, 13 May 2024 03:04:00 +0530",399
Bold strokes: How students and faculty of NIFT Hyderabad executed a wall art project,"Here’s how students and faculty of NIFT Hyderabad painted the walls of the new sports complex in wavy, yarn-like patterns, as a nod to movement in the badminton court as well as the campus’s design philosophy",https://www.thehindu.com/life-and-style/how-students-and-faculty-of-nift-hyderabad-executed-the-wall-art-project-moment-and-movements/article67840880.ece,life-and-style,"Wed, 21 Feb 2024 14:11:59 +0530",403
"Gauri Khan shares designs secrets from her latest project, the Falguni Shane Peacock store in Kolkata","This is the third store that Gauri Khan has designed for FSP, after Mumbai and  Hyderabad",https://www.thehindu.com/life-and-style/fashion/gauri-khan-shares-designs-secrets-from-her-latest-project-the-falguni-shane-peacock-store-in-kolkata/article67617830.ece,life-and-style,"Fri, 08 Dec 2023 16:07:08 +0530",404
Check out these Indian artists showcasing their work at World Art Dubai 2024,These three artists from India are exhibiting their work at the upcoming World Art show in Dubai this week,https://www.thehindu.com/entertainment/art/check-out-these-indian-artists-showcasing-their-work-at-world-art-dubai-2024/article68119877.ece,Entertainment,"Thu, 02 May 2024 21:02:29 +0530",405
‘Bhaiyya Ji’ movie review: Manoj Bajpayee burns bright in this toothless revenge saga,"After setting the stage for a bombastic entertainer, Apoorv Singh Karki’s experiment to put two seasoned actors in the star zone fizzles out",https://www.thehindu.com/entertainment/movies/bhaiyya-ji-movie-review-manoj-bajpayee-burns-bright-in-this-toothless-revenge-saga/article68210596.ece,Entertainment,"Fri, 24 May 2024 13:29:51 +0530",406
ATHLETICS | Quartermiler Priya is back and hungry for fast timings,A lung issue and surgery forced the Federation Cup champion to miss the Asian Games last year,https://www.thehindu.com/sport/athletics/athletics-quartermiler-priya-is-back-and-hungry-for-fast-timings/article67959066.ece,Sport,"Sat, 16 Mar 2024 21:28:46 +0530",407
"Toyota Fortuner, Hilux to get mild-hybrid tech",Toyota’s reason to opt for a hybrid system for the above models is that it believes EVs are not the only option towards carbon neutrality.,https://www.thehindu.com/life-and-style/motoring/toyota-fortuner-hilux-to-get-mild-hybrid-tech/article66856141.ece,life-and-style,"Wed, 17 May 2023 09:22:36 +0530",408
So happy I don’t have words for it: Chhaya Kadam on Cannes win for ‘All We Imagine As Light’,"Chhaya Kadam, known for her roles in ‘Laapataa Ladies’ and ‘Madgaon Express’, speaks about working on the Cannes Grand Prix winner, directed by Payal Kapadia",https://www.thehindu.com/entertainment/movies/so-happy-i-dont-have-words-for-it-chhaya-kadam-on-cannes-win-for-all-we-imagine-as-light/article68224224.ece,Entertainment,"Tue, 28 May 2024 13:11:26 +0530",409
Spain’s PM recognises Palestinian state as EU rift with Israel widens,Ireland and Norway were also to make official their recognition of a Palestinian state later in the day,https://www.thehindu.com/news/international/spains-pm-recognises-palestinian-state-as-eu-rift-with-israel-widens/article68224249.ece,World,"Tue, 28 May 2024 13:10:20 +0530",410
"India, Nigeria to increase cooperation in energy, UPI, local currency settlement to enhance economic ties","India and Nigeria aim to boost economic ties through cooperation in crude oil, natural gas, pharmaceuticals, UPI, and power sector",https://www.thehindu.com/business/Economy/india-nigeria-to-increase-cooperation-in-energy-upi-local-currency-settlement-to-enhance-economic-ties/article68135138.ece,Business,"Fri, 03 May 2024 14:36:22 +0530",412
The man with a dragon ring,Pavan Anand’s new collection of jewellery is sculpted out of fine gold and speckled with colossal gemstones,https://www.thehindu.com/life-and-style/luxury/the-man-with-a-dragon-ring/article67067179.ece,life-and-style,"Sat, 15 Jul 2023 10:54:35 +0530",413
‘Bhaiyya Ji’ movie review: Manoj Bajpayee burns bright in this toothless revenge saga,"After setting the stage for a bombastic entertainer, Apoorv Singh Karki’s experiment to put two seasoned actors in the star zone fizzles out",https://www.thehindu.com/entertainment/movies/bhaiyya-ji-movie-review-manoj-bajpayee-burns-bright-in-this-toothless-revenge-saga/article68210596.ece,Entertainment,"Fri, 24 May 2024 13:29:51 +0530",414
All India Football Federation suspends member for alleged physical assault of two women players,Sports Minister Anurag Thakur had asked the AIFF to take “quick” and “strong legal action” against the official,https://www.thehindu.com/sport/football/all-india-football-federation-suspends-member-for-alleged-physical-assault-of-two-women-players/article68019630.ece,Sport,"Tue, 02 Apr 2024 16:40:05 +0530",415
"RCB vs CSK: Royal Challengers dethrone Super Kings, enter playoffs","Kohli, du Plessis set up the foundation for RCB with a 78-run opening stand before Patidar, Green sustain the momentum to pilot the team to 218; Jadeja, Dhoni’s best efforts not enough to save CSK’s campaign",https://www.thehindu.com/sport/cricket/indian-premier-league-2024-royal-challengers-bengaluru-vs-chennai-super-kings-in-bengaluru-on-may-18-2024/article68190654.ece,Sport,"Sat, 18 May 2024 19:12:38 +0530",416
"Skill India Mission trained, upskilled 1.4 crore youth: FM","The mission focuses on skilling, re-skilling and upskilling through short-term and long-term training programmes",https://www.thehindu.com/business/budget/skill-india-mission-trained-upskilled-14-crore-youth-fm/article67799648.ece,Business,"Thu, 01 Feb 2024 12:34:35 +0530",418
Bengaluru’s visual labyrinth,"Immersive installations, interactive exhibits and visual experiences await you at Lost In Bangalore, a month-long exhibition in the city",https://www.thehindu.com/entertainment/art/bangalore-creative-circus-hosts-interactive-new-media-first-exhibition/article67938389.ece,Entertainment,"Tue, 12 Mar 2024 08:36:47 +0530",419
Bengaluru’s Mitramandal to present a mystery on stage,"Presented by the 40-year-old Marathi organisation in the city, the play is written by Shweta Pendse and directed by Vijay Kenkare",https://www.thehindu.com/entertainment/theatre/bengalurus-mitramandal-to-present-a-mystery-on-stage/article67788728.ece,Entertainment,"Thu, 01 Feb 2024 10:40:34 +0530",420
"Despite weather glitch, Paris Olympics flame lit at the Greek cradle of ancient games",Here's a look at the workings and meaning of the elaborate ceremony held among the ruins of Ancient Olympia ahead of each modern Olympiad.,https://www.thehindu.com/sport/athletics/torch-and-sandals-what-to-know-about-the-flame-lighting-ceremony-in-greece-for-the-paris-olympics/article68071190.ece,Sport,"Tue, 16 Apr 2024 15:17:10 +0530",421
Timings of 314 South Western Railway trains revised,Bengaluru Division operates a total of 396 trains,https://www.thehindu.com/news/cities/bangalore/timings-of-314-south-western-railway-trains-revised/article67380523.ece,life-and-style,"Wed, 04 Oct 2023 19:15:44 +0530",424
Retelling of the Urvasi-Pururavas love story for the first time in Koodiyattam,Sooraj Nambiar’s Unmatha Vikramam was proof of his performance and choreographic skills,https://www.thehindu.com/entertainment/music/retelling-the-urvasi-pururavas-love-story-for-the-first-time-in-koodiyattam/article68061368.ece,Entertainment,"Tue, 16 Apr 2024 17:12:47 +0530",425
What are colours and how do people understand them? | Explained,Colour is a type of information our eyes receive and process based on electromagnetic radiation,https://www.thehindu.com/sci-tech/science/what-are-colours-and-how-do-people-understand-them-explained/article68218179.ece,Science,"Mon, 27 May 2024 07:00:00 +0530",426
Anthony Martial confirms departure from Manchester United,The 28-year-old arrived at Old Trafford from AS Monaco in 2015 and has since scored 90 goals in 317 games for the Red Devils.,https://www.thehindu.com/sport/football/anthony-martial-confirms-departure-from-manchester-united/article68223823.ece,Sport,"Tue, 28 May 2024 07:59:28 +0530",427
