Title,Description,Link,Category,Publication Date,article_id
Papua New Guinea landslide: PM Modi says India ready to offer all possible support,"According to the Papua New Guinea government, more than 2,000 people are believed to have been buried alive in a landslide in the South Pacific island nation",https://www.thehindu.com/news/national/india-ready-to-offer-all-possible-support-pm-modi-on-landslide-tragedy-in-papua-new-guinea/article68223955.ece,World,"Tue, 28 May 2024 10:33:45 +0530",100
Coca Cola bottler SLMG Beverages sets up ₹700-cr. plant in Amethi to cater to summer demand,"With 7 production lines fully operational, the eight line is set to go for production by mid May",https://www.thehindu.com/business/coca-cola-bottler-slmg-beverages-sets-up-700-cr-plant-in-amethi-to-cater-to-summer-demand/article68122247.ece,Business,"Mon, 29 Apr 2024 21:48:22 +0530",102
Kalaripayattu to Raja Ravi Varma... this Kochi clothing brand makes wearable art inspired by facets of Kerala,"The Kochi-based clothing brand taps into Kerala for inspiration, from detailed kalaripayattu scenes to contemporary vivid flowers",https://www.thehindu.com/life-and-style/fashion/kalaripayattu-to-raja-ravi-varma-this-kochi-clothing-brand-makes-wearable-art-inspired-by-facets-of-kerala/article68014948.ece,life-and-style,"Fri, 26 Apr 2024 16:20:24 +0530",104
New Pakistan coach Gary Kirsten to join Pakistan cricket team in England,Pakistan will play four Twenty20s against England to prepare for the T20 World Cup next month in the Caribbean and the United States.,https://www.thehindu.com/sport/cricket/new-pakistan-coach-gary-kirsten-to-join-pakistan-cricket-team-in-england/article68175904.ece,Sport,"Tue, 14 May 2024 21:27:31 +0530",106
MGU likely to remove qualification standards in track events for the National meet,Poor condition of the Maharaja’s track forces university to relax rules this time as a special case,https://www.thehindu.com/sport/athletics/mgu-likely-to-remove-qualification-standards-in-track-events-for-the-national-meet/article67631453.ece,Sport,"Tue, 12 Dec 2023 20:28:00 +0530",107
3D Printing: The future of construction industry,"3D printing technology, which has the potential to revolutionize the construction industry, offers unprecedented design freedom, reduces material waste, and significantly reduces construction time. It enables the creation of complex architectural forms that would be challenging to achieve with traditional methods, says Suhas Ramachandra",https://www.thehindu.com/life-and-style/homes-and-gardens/3d-printing-the-future-of-construction-industry/article67080371.ece,life-and-style,"Fri, 14 Jul 2023 21:05:54 +0530",108
Roysten Abel’s ‘A 100 charmers’ to be staged in Bengaluru on May 4,"There will be solo and group performances by the snake charmers using the been to present traditional tunes, Scottish bagpipe melodies and Hindi film music",https://www.thehindu.com/entertainment/theatre/roysten-abels-a-100-charmers-to-be-staged-in-bengaluru-on-may-4/article68123451.ece,Entertainment,"Thu, 02 May 2024 09:51:31 +0530",109
CSDS-Lokniti pre-poll survey | Economy takes front seat in 2024 campaign,"The coming Lok Sabha election is framed as a contest between competing narratives, with political parties vying to convince voters of their ability to effectively address economic uncertainties; unemployment and price rises emerge as primary concerns for voters, reflecting a shift in their priorities compared with previous elections",https://www.thehindu.com/elections/lok-sabha/csds-lokniti-pre-poll-survey-economy-takes-front-seat-in-2024-campaign/article68050239.ece,Business,"Thu, 11 Apr 2024 05:58:00 +0530",110
"Operations begin on entire Whitefield-Challaghatta Purple Line metro corridor, connecting east and west Bengaluru","Metro commuters, who had patiently waited for months, were delighted to finally travel hassle-free from Krishnarajapura to Baiyappanahalli, escaping the usual traffic congestion in east Bengaluru.",https://www.thehindu.com/news/cities/bangalore/operations-begin-on-entire-whitefield-challaghatta-purple-line-metro-corridor-connects-east-and-west-bengaluru/article67398826.ece,life-and-style,"Mon, 09 Oct 2023 14:24:03 +0530",111
New mRNA vaccine fights brain cancer in children by triggering attack from within,Brain cancer is the leading cause of cancer-related death in children.,https://www.thehindu.com/sci-tech/science/new-mrna-vaccine-fights-brain-cancer-in-children-by-triggering-attack-from-within/article68148342.ece,Science,"Thu, 09 May 2024 17:30:01 +0530",114
Goa’s latest fine dining restaurant White Plate serves familiar flavours with a modern twist,Chef Jason DeSouza’s White Plate serves glocal food with the theatrics of molecular gastronomy wrapped in marble and crystal chandeliers,https://www.thehindu.com/features/metroplus/Food/goas-latest-fine-dining-restaurant-white-plate-serves-familiar-flavours-with-a-modern-twist/article66297394.ece,life-and-style,"Fri, 23 Dec 2022 18:36:45 +0530",115
A dance production unfolds the story of the mysterious river Saraswati,Chitresh Das Institute’s ‘Invoking the river’ was a blend of well-composed music and defly choreographed dance movements,https://www.thehindu.com/entertainment/music/a-dance-production-unfolds-the-story-of-the-mysterious-river-saraswati/article67903235.ece,Entertainment,"Fri, 01 Mar 2024 16:28:07 +0530",116
"In Araku, strawberry farms are drawing visitors in large numbers",Fill your baskets with juicy strawberries at the farming fields this season at Pedalabudu village near Araku in Andhra Pradesh,https://www.thehindu.com/life-and-style/travel/in-araku-strawberry-farms-are-drawing-visitors-in-large-numbers/article67744120.ece,life-and-style,"Wed, 24 Jan 2024 10:13:37 +0530",117
‘Satyabhama’: Kajal Aggarwal’s suspense thriller gets new release date,"The crime thriller also stars Naveen Chandra, Prakash Raj, Nagineedu, Harshavardhan, Ravi Varma, Ankith Koyya, Sampada N and Prajwal Yadma",https://www.thehindu.com/entertainment/movies/satyabhama-kajal-aggarwals-suspense-thriller-gets-new-release-date/article68210800.ece,Entertainment,"Fri, 24 May 2024 15:25:03 +0530",118
A new bakery in Visakhapatnam experiments with preservative-free artisanal breads,Breadway in Visakhapatnam focuses on offering authentic flavours through artisanal breads and bakes,https://www.thehindu.com/food/a-new-bakery-in-visakhapatnam-experiments-with-preservative-free-artisanal-breads/article67254778.ece,life-and-style,"Fri, 08 Sep 2023 11:36:12 +0530",119
‘A Man in Full’ series review: Jeff Daniels’ beautifully-acted and mounted show runs on empty,"The A-list cast, with stellar work from Jeff Daniels, cannot rescue David E Kelley’s adaptation of the seminal Tom Wolfe novel from the shallow morass it finds itself in",https://www.thehindu.com/entertainment/movies/a-man-in-full-series-review-jeff-daniels-beautifully-acted-and-mounted-show-runs-on-empty/article68139138.ece,Entertainment,"Sat, 04 May 2024 17:16:34 +0530",120
"How courtesans were not merely entertainers, but cultural and political influencers",A.K. Gandhi’s book ‘Dance to Freedom’ and Sanjay Leela Bhansali’s series ‘Heeramandi’ trace the tawaifs role in the freedom struggle,https://www.thehindu.com/entertainment/how-courtesans-were-not-merely-entertainers-but-cultural-and-political-influencers/article68148722.ece,Entertainment,"Tue, 07 May 2024 15:19:46 +0530",121
Climbers have turned Mount Everest into a high-altitude garbage dump,"On Everest’s more heavily traversed Nepal side, fields of garbage – including cans, bottles, plastic and human and animal excrement are found",https://www.thehindu.com/sci-tech/science/climbers-have-turned-mount-everest-into-a-high-altitude-garbage-dump/article68148627.ece,Science,"Thu, 09 May 2024 17:29:09 +0530",122
NFT versions of Raja Ravi Varma’s paintings to be auctioned online,"In a collaboration featuring Bengaluru’s Gallery G, ‘The Coquette’ and ‘Reclining Nair Lady’ are the first of the artist’s works to be tokenised for the metaverse",https://www.thehindu.com/entertainment/art/raja-ravi-varma-paintings-nft-auction-2022/article65051383.ece,life-and-style,"Wed, 16 Feb 2022 16:17:23 +0530",123
Modi Government reshaped Budget in last decade: Nirmala Sitharaman,Sitharaman said that the government would continue to maximise the value of taxpayers' money by putting it to the best possible use,https://www.thehindu.com/news/national/modi-government-reshaped-budget-in-last-decade-finance-minister-nirmala-sitharaman/article68220738.ece,Business,"Mon, 27 May 2024 13:17:39 +0530",124
Tilla’s ‘Painted Forest’ wallpapers with Asian Paints,"Aratrik Dev Varman’s latest collab, which was launched at the 2023 AD Design Show, features tropical landscapes and hat tips to Henri Rousseau, French toile de Jouy textiles and Japanese woodcuts",https://www.thehindu.com/life-and-style/homes-and-gardens/painted-forest-wallpaper-tilla-aratrik-dev-varman-nilaya-asian-paints-ad-design-show-2023/article67314671.ece,life-and-style,"Sat, 16 Sep 2023 17:34:29 +0530",125
China sends second consignment of glacial water from Tibet to Maldives,"Earlier on March 27, the Maldives government had announced that it had received a similar consignment of 1,500 tonnes of water from China.",https://www.thehindu.com/news/international/china-sends-second-consignment-of-glacial-water-from-tibet-to-maldives/article68211203.ece,World,"Fri, 24 May 2024 17:17:44 +0530",126
"Centre to buy tomatoes from Andhra Pradesh, Karnataka and Maharashtra to sell in northern cities","Rains and floods in Himachal Pradesh have caused transportation disruptions, leading the prices to rise further in northern cities.",https://www.thehindu.com/news/national/as-price-soars-centre-plans-to-procure-tomatoes-from-andhra-karnataka-maharashtra-for-distribution-in-key-consuming-centres/article67071100.ece,Business,"Wed, 12 Jul 2023 15:23:23 +0530",128
"A mouth bacteria has starring role in colorectal cancer, study finds",Experts said the study’s findings could be used to develop tests to detect colorectal cancer early and develop targeted therapies,https://www.thehindu.com/sci-tech/science/a-mouth-bacteria-has-starring-role-in-colorectal-cancer-study-finds/article68145511.ece,Science,"Tue, 07 May 2024 05:30:00 +0530",130
Net direct tax collections exceed 2023-24 target,"Corporate tax receipts’ share slipped to 46.5% from 49.6% in 2022-23; personal income tax and securities transaction tax receipts grew at over double the pace of corporate taxes last year, say Finance Ministry data",https://www.thehindu.com/business/Economy/direct-tax-collections-exceed-estimates-in-fy24-jump-18-to-1958-lakh-crore/article68090542.ece,Business,"Sun, 21 Apr 2024 15:02:47 +0530",131
"In Kerala, ‘Millet Cafes’ to come up in every district in a phased manner to popularise millets products","The cafes will serve millet-based food products and also have these on sale, says Kerala Agriculture Minister P. Prasad",https://www.thehindu.com/news/national/kerala/in-kerala-millet-cafes-to-come-up-in-every-district-in-a-phased-manner-to-popularise-millets-products/article67426689.ece,life-and-style,"Mon, 16 Oct 2023 17:41:50 +0530",132
Alia Bhatt stuns at the Gucci Cruise show 2025,"The Bollywood actor also posed for photographs with Hollywood star Demi Moore, singer and actor Debbie Harry and Thai actor Davika Hoorne",https://www.thehindu.com/entertainment/alia-bhatt-stuns-at-the-gucci-cruise-show-2025/article68174281.ece,life-and-style,"Tue, 14 May 2024 16:11:37 +0530",133
Tiruchi cloud kitchen K Noms gives people food for thought with tasty diet menu,"Cloud kitchen K Noms, the brainchild of former weightlifter Abirami S Shakthivel, aims to provide nutritionally balanced food for the calorie-conscious in Tiruchi",https://www.thehindu.com/life-and-style/food/tiruchi-cloud-kitchen-k-noms-gives-people-food-for-thought-with-tasty-diet-menu/article67726874.ece,life-and-style,"Mon, 22 Jan 2024 10:23:28 +0530",134
Naseeruddin Shah and Ratna Pathak Shah’s Old-World charm,Naseeruddin Shah and Ratna Pathak-Shah’s new play ‘Old-World’ will open the 2023 edition of the popular Prithvi Theatre Festival in Mumbai on November 4,https://www.thehindu.com/entertainment/theatre/naseeruddin-shah-and-ratna-pathak-shahs-old-world-charm/article67484085.ece,Entertainment,"Wed, 01 Nov 2023 14:17:50 +0530",135
Kush Maini grabs pole position in F2 Saudi Arabian GP,"Kush Maini currently stands at 5th position in the Formula 2 Drivers’ Championship with 27 points; Zane Maloney, winner of the first round, leads the table with 47 points",https://www.thehindu.com/sport/motorsport/kush-maini-grabs-pole-position-in-f2-saudi-arabian-gp/article67933477.ece,Sport,"Sun, 10 Mar 2024 03:47:00 +0530",137
Global influencer Diipa Büller Khosla on what it takes to be popular in a world of algorithms,"Diipa Büller Khosla, the popular digital content creator, is on The Champi Tour with her mother, promoting the tradition of hair oil, along with her beauty products",https://www.thehindu.com/life-and-style/global-influencer-diipa-b%C3%BCller-khosla-on-what-it-takes-to-be-popular-in-a-world-of-algorithms/article67848308.ece,life-and-style,"Fri, 16 Feb 2024 17:14:05 +0530",138
